distance,CLEAR,PCS,CQR,S-Naive
0.01,0.8735800000000001,0.8296600000000001,0.8894200000000003,0.8985100000000004
0.26,0.8926200000000004,0.8514900000000002,0.9054400000000006,0.9004000000000002
0.51,0.8935200000000001,0.8741800000000001,0.9044600000000003,0.8987000000000005
0.76,0.8996800000000004,0.8916099999999993,0.9081199999999997,0.8990500000000001
1.01,0.9012700000000007,0.91975,0.9053200000000003,0.90073
1.26,0.9012000000000008,0.9558699999999998,0.8949400000000003,0.8992000000000003
1.51,0.9035900000000001,0.9751799999999996,0.8889000000000001,0.9000900000000003
1.76,0.9086400000000003,0.9882799999999996,0.8833299999999998,0.9000500000000002
2.01,0.91637,0.9974900000000001,0.8716099999999999,0.9011800000000008
2.26,0.9313699999999998,0.9995700000000001,0.86646,0.8993400000000003
2.51,0.9530400000000001,0.9999799999999999,0.8661500000000001,0.8982300000000002
2.76,0.9692199999999996,1.0,0.8710099999999998,0.8952899999999999
3.01,0.9826899999999997,1.0,0.8750100000000002,0.8913500000000005
3.26,0.9888699999999997,1.0,0.8655100000000003,0.88205
3.51,0.9933699999999998,1.0,0.85452,0.8684200000000003
3.76,0.9949099999999999,1.0,0.8397399999999999,0.8515399999999999
4.01,0.9957299999999998,1.0,0.8134600000000003,0.8218400000000001
4.26,0.99587,1.0,0.7804800000000001,0.7859000000000003
4.51,0.9955499999999998,1.0,0.7425700000000002,0.74326
4.76,0.9949499999999998,1.0,0.6962799999999999,0.69605
5.01,0.99363,1.0,0.6448499999999997,0.6414700000000003
5.26,0.99106,1.0,0.59053,0.58213
5.51,0.9886699999999999,1.0,0.5362399999999998,0.5253700000000001
5.76,0.9853499999999998,1.0,0.48111,0.4691900000000001
6.01,0.9819100000000001,1.0,0.4318600000000001,0.41757000000000005
