feature,importance_rf
Age,0.3353108809103945
Cement,0.22334427939495438
Water,0.12763357399208874
Superplasticizer,0.08643533061758031
Fine Aggregate,0.06352998688683495
Coarse Aggregate,0.06000846863603195
Blast Furnace Slag,0.05996106229039096
Fly Ash,0.043776417271724107
