PICP,NIW,MPIW,QuantileLoss,ExpectileLoss,CRPS,IntervalScoreLoss,AUC,NCIW,c_test_cal,method,lambda,gamma,run,dataset,c_multiplier
0.9484382746653446,0.10108936532485743,0.09563165158033371,0.001746871696730176,0.00017629348193624723,0.015154685555975298,0.1397497357725825,0.581549142893479,0.10193299097332177,1.0083453451879265,CLEAR,0.20653801558105292,0.7655769593690577,run_0,sulfur,
0.9623202776400595,0.20945235020133132,0.19814422726631165,0.002747685526780912,0.0007972087424716974,0.020368872610656057,0.2198148421618657,1.082382559080025,0.18879165297837502,0.9013584846238456,DE_calibrated,,,run_0,sulfur,15.785196771829932
0.962816063460585,0.20974140731490432,0.19841767847537994,0.002748550197174181,0.0007978164156693809,0.020382964725539295,0.219884015836312,1.0573348581127475,0.18885288205215303,0.900408195357489,DE_conformal,,,run_0,sulfur,
0.9494298463063956,0.11480088897837486,0.10860290378332138,0.0018377377284666718,0.00023594712586827725,0.019334047260784238,0.14701901830616326,1.2594025745222854,0.11491147451980581,1.0009632812290485,SQR_uncalibrated,,,run_0,sulfur,
0.9499256321269212,0.11489302780382553,0.10869006812572479,0.0018377331881749678,0.0002360257843539727,0.019334796791593306,0.1470186552570459,1.2591499300634421,0.11495838762770962,1.0005688754586195,SQR_conformal,,,run_0,sulfur,
0.9529003470500743,0.1046674539725403,0.09985191375017166,0.0017540441821190435,0.0001572087996980843,0.016548922556545043,0.14032353462862562,0.2517894775853821,0.10377207761128308,0.9914455131249096,CLEAR,0.07,0.9356560479337561,run_1,sulfur,
0.9638076351016361,0.19943226916647916,0.19025678932666779,0.0027522560391824566,0.000963310616674136,0.020296887466410084,0.22018048280676344,0.8787204351098399,0.1786311353219584,0.8956982541919699,DE_calibrated,,,run_1,sulfur,13.076755389202194
0.9643034209221616,0.19957398758289333,0.19039198756217957,0.0027527374058617486,0.0009635842079568353,0.02030336009156495,0.22021899209135462,0.8588940666072258,0.17850512430023513,0.8944308146676319,DE_conformal,,,run_1,sulfur,
0.9529003470500743,0.11538789064257655,0.11007912456989288,0.0018299121312443957,0.00020294627836455742,0.019296681076439073,0.14639297060182613,0.347971800360292,0.11472804992818499,0.9942815427969346,SQR_uncalibrated,,,run_1,sulfur,
0.955379276152702,0.11603269147449466,0.11069425940513611,0.0018305888282319164,0.0002035318770826473,0.019302405432398875,0.1464471063810288,0.3486036983128173,0.11449486614733409,0.9867466202186769,SQR_conformal,,,run_1,sulfur,
0.946950917203768,0.09321938490378551,0.09266100078821182,0.0015638482665937324,0.00012020796292312396,0.014660928965003803,0.1251078613201107,0.30101074337555256,0.0939881065177697,1.008246370803429,CLEAR,0.11681537298613247,0.8487381219092485,run_2,sulfur,
0.9504214179474467,0.2128018818252184,0.21152719855308533,0.0030190053558445005,0.0012599947818103452,0.02152216340950057,0.24152042845278426,1.0061586930105753,0.21238041895846024,0.998019458929859,DE_calibrated,,,run_2,sulfur,14.731602776237056
0.9504214179474467,0.2128185517694318,0.21154376864433289,0.003019007127666797,0.0012600327446385287,0.021522955656370687,0.24152057061592003,1.005370722870114,0.2123691928098864,0.9978885348302142,DE_conformal,,,run_2,sulfur,
0.9464551313832424,0.10898643127095861,0.10833360254764557,0.001783090137707632,0.00018917765664944015,0.018830181299117746,0.14264721111501802,0.21201427732960476,0.11044252261984215,1.0133602993684916,SQR_uncalibrated,,,run_2,sulfur,
0.9365394149727317,0.10714944689241766,0.10650762170553207,0.0017871901413981438,0.00018749248726424917,0.018815690813947572,0.14297521110421427,0.21141127040898977,0.11054821977323866,1.0317199293080206,SQR_conformal,,,run_2,sulfur,
0.9514129895884977,0.10861521998311244,0.0924629420042038,0.0018683262175441195,0.00023334888816457688,0.01519933046865667,0.14946609743862144,0.9140811067783201,0.10804386424277354,0.9947396346439502,CLEAR,0.14876473740795018,0.8633280259646461,run_3,sulfur,
0.9449677739216659,0.19160404998518893,0.1631104201078415,0.0025519505498708605,0.0006271879741200401,0.01846542170399409,0.20415604386684674,1.2899147132746327,0.20037340526033987,1.0457681102034577,DE_calibrated,,,run_3,sulfur,12.808550945362784
0.9459593455627169,0.1921806219232313,0.16360124945640564,0.0025513684267939487,0.0006279525707139016,0.01848646308945519,0.20410947379279795,1.2621000934134,0.19886196393536681,1.034765950621205,DE_conformal,,,run_3,sulfur,
0.9514129895884977,0.1210468314415452,0.10304583609104156,0.0019913977351508623,0.0003100934304250224,0.018556516955125436,0.159311818915469,1.4811516025646898,0.12071919102015977,0.9972932755241624,SQR_uncalibrated,,,run_3,sulfur,
0.9524045612295489,0.1217558404081321,0.10364940762519836,0.0019916750730743548,0.0003104719624086558,0.01856146342953499,0.1593340058307542,1.4783104885531682,0.12099938336248024,0.9937870984823711,SQR_conformal,,,run_3,sulfur,
