PICP,NIW,MPIW,QuantileLoss,ExpectileLoss,CRPS,IntervalScoreLoss,AUC,NCIW,c_test_cal,method,lambda,gamma,run,dataset,c_multiplier
0.9568798449612403,0.36198212804789937,172846.828125,2947.473362773335,356855775.2723,26403.792862428534,235797.8689565732,1.217229867859293,0.3440748792306135,0.9505300194961108,CLEAR,0.10901844923851275,1.0079380862430827,run_0,ca_housing,
0.9481589147286822,0.502744169645718,240060.84375,3986.590648609726,713630155.238529,29290.11617476628,318927.25189729425,4.524014107166609,0.5082763083862939,1.011003884429877,DE_calibrated,,,run_0,ca_housing,8.462525688072693
0.9491279069767442,0.5049973062883638,241136.71875,3986.2382799961797,715865312.3154027,29336.643672572773,318899.06242524367,4.464405602072653,0.5064853030445612,1.002946543947202,DE_conformal,,,run_0,ca_housing,
0.9525193798449613,0.3701575035968511,176750.578125,2905.7164346343807,368681898.2582616,28560.832654915554,232457.3147417408,1.1909429638667568,0.36396391798043076,0.9832677021099484,SQR_uncalibrated,,,run_0,ca_housing,
0.9534883720930233,0.3716444442001169,177460.59375,2906.2838377679063,369786842.72044456,28571.5972505255,232502.70698961357,1.1904754962235544,0.3641120739373868,0.9797323210926996,SQR_conformal,,,run_0,ca_housing,
0.9498546511627907,0.36024774124642783,174720.875,3038.574272368677,374353773.61828995,27845.319356098295,243085.94180747325,1.26777280991873,0.36129783073738286,1.0029149092991445,CLEAR,0.05,1.074615797014915,run_1,ca_housing,
0.9486434108527132,0.4807174764227776,233148.9375,3756.015058768815,642159532.712169,28807.341000160963,300481.2046172859,4.510131682486854,0.48304106933283053,1.0048335935846222,DE_calibrated,,,run_1,ca_housing,8.217694652364973
0.9486434108527132,0.4809940216741374,233283.0625,3755.9695356738684,642443452.1057858,28812.89156868432,300477.5629911201,4.4971593937095085,0.4824590620587529,1.0030458598622833,DE_conformal,,,run_1,ca_housing,
0.9534883720930233,0.3773581088325409,183019.4375,2992.2849332720752,388786186.04723793,30101.850194136186,239382.7947761476,1.1857971192273633,0.37267055684619815,0.9875779746701484,SQR_uncalibrated,,,run_1,ca_housing,
0.9522771317829457,0.37528237641288076,182012.703125,2991.5891630187534,387168833.89993346,30089.445253400096,239327.13313139684,1.1940559651460632,0.3730660506775276,0.994094245094753,SQR_conformal,,,run_1,ca_housing,
0.9651162790697675,0.37715997820627545,182923.34375,2873.69400118451,360905663.69958365,26671.49438161962,229895.5200800932,1.575895009498589,0.3433599052955393,0.9103826628915269,CLEAR,0.17680722177343197,0.9511510749775136,run_2,ca_housing,
0.9568798449612403,0.5323017675700307,258167.421875,3893.3443372031543,750840992.6762328,29575.353802203135,311467.5469128513,3.203136487102793,0.4824417402404534,0.9063312760406763,DE_calibrated,,,run_2,ca_housing,8.729713683881117
0.9568798449612403,0.5322002538133863,258118.1875,3893.259629112069,750713258.1824894,29573.022332299635,311460.77026556444,3.2064205681368048,0.4824817810169376,0.9065793891675177,DE_conformal,,,run_2,ca_housing,
0.9566375968992248,0.37390583569758473,181345.078125,2845.014081694869,367826620.37758726,29484.095049549345,227601.1265367611,1.4143092996863347,0.36421208963920265,0.9740743654340223,SQR_uncalibrated,,,run_2,ca_housing,
0.9593023255813954,0.3799771379808743,184289.671875,2851.2610133296776,372981380.58359075,29525.091405110918,228100.88164762748,1.409419369089078,0.36401015184518454,0.957979087319476,SQR_conformal,,,run_2,ca_housing,
0.9435562015503876,0.3556570104041667,169826.578125,3020.457349561353,363010456.9151275,27428.48262828566,241636.5879691663,1.1491455314172132,0.3633630634329061,1.0216670916172361,CLEAR,0.13412199354053708,0.967893087029416,run_3,ca_housing,
0.9474321705426356,0.5073548602516016,242262.453125,3925.773672526754,700551702.9736433,29546.548067121348,314061.8935972702,2.540568516326739,0.522144521489802,1.0291505263808176,DE_calibrated,,,run_3,ca_housing,8.317637711026709
0.9476744186046512,0.507820729694807,242484.90625,3925.6322856518677,701036317.1528723,29555.964489536345,314050.5829283249,2.5361170422962904,0.520644408772946,1.025252374171188,DE_conformal,,,run_3,ca_housing,
0.9539728682170543,0.38803475673349375,185286.984375,3005.915315184485,401050441.4866171,30850.784627167875,240473.22510522645,1.139044772227195,0.38207279610237643,0.9846354984246629,SQR_uncalibrated,,,run_3,ca_housing,
0.9437984496124031,0.3769642629020672,180000.8125,3006.5589261772116,392608458.97562414,30803.23229530413,240524.71454093987,1.1647631010626718,0.38431698497493344,1.0195050905257204,SQR_conformal,,,run_3,ca_housing,
0.9496124031007752,0.36296303288440046,176037.796875,3041.8278399090455,376605737.6879291,28036.98163535485,243346.22725328544,1.7563254857641508,0.3635816331527869,1.0017043065335622,CLEAR,0.14621771744567183,0.9440561672172222,run_4,ca_housing,
0.9467054263565892,0.5201975971233108,252296.875,4032.5534888688935,739484056.1963782,30581.659526038315,322604.2790110979,3.133509820005401,0.5302446173052789,1.019313853500147,DE_calibrated,,,run_4,ca_housing,9.257633851208256
0.9471899224806202,0.5206548439490971,252518.640625,4032.3818008068024,739998921.1908925,30591.009036501284,322590.5439320645,3.126439561528254,0.5297046359722588,1.0173815573375256,DE_conformal,,,run_4,ca_housing,
0.9486434108527132,0.3674937487371186,178235.203125,3004.0776525778383,387646970.4074414,30115.981376087264,240326.2121643539,1.519497554361572,0.3690040740744172,1.0041097987176348,SQR_uncalibrated,,,run_4,ca_housing,
