feature,importance_rf
cat26_B,0.0011546124393641006
cat100_L,0.0011407479246383623
cat106_G,0.0011366477839664616
cat112_AH,0.0011361244262228498
cat105_E,0.001134370706758891
cat98_D,0.0011078079553364065
cat66_B,0.0010948027305301754
cat99_P,0.0010461046358792561
cat113_AE,0.001040505787445964
cat95_C,0.0010358030452740081
cat80_C,0.0010276350452363304
cat93_C,0.0010215561042574192
cat101_Q,0.0009635046744282493
cat52_B,0.000939818886122865
cat104_G,0.0009204441303754582
cat104_E,0.0009056633375372927
cat75_B,0.0008895020573490964
cat112_J,0.0008866919491849984
cat3_B,0.0008831858977358975
cat86_B,0.000871973509385954
cat93_D,0.0008710729137737617
cat114_F,0.0008622668603106033
cat104_F,0.0008537392070592545
cat112_E,0.0008513402886642287
cat16_B,0.0008268047442442227
cat111_G,0.0008015486889273014
cat110_EG,0.0007918593330445702
cat110_CO,0.0007820903874848061
cat91_G,0.0007768429598763966
cat97_E,0.0007733978684713231
cat105_G,0.0007687125825724016
cat106_H,0.0007600427349418164
cat113_BM,0.0007316872561260564
cat103_C,0.0007313530383584653
cat107_J,0.0007260106207051346
cat71_B,0.0007213947399677852
cat106_I,0.0007211608588986009
cat114_E,0.0007193743051673936
cat103_D,0.0007105681119045375
cat110_CS,0.0007028598326808049
cat8_B,0.0006976366205508369
cat101_O,0.000688138245942792
cat95_D,0.0006788521397648015
cat86_D,0.0006711025999860647
cat116_HK,0.0006689828742241108
cat100_H,0.0006582160911478836
cat87_C,0.0006519830450909621
cat73_B,0.0006319814221889243
cat111_E,0.0006268646712103311
cat101_D,0.0006101284821579999
cat116_JR,0.0006034826361506675
cat116_DJ,0.0005985732480898937
cat111_I,0.0005974624237015796
cat76_B,0.0005944932079894721
cat115_J,0.0005859367890933045
cat99_T,0.0005778099571246244
cat107_K,0.000567152485097053
cat115_N,0.0005579410319816953
cat101_C,0.0005296427862262142
cat114_L,0.0005281186218861069
cat106_E,0.0005106799543970012
cat28_B,0.0005105780580150663
cat49_B,0.0004968144736688196
cat103_E,0.0004931606469211657
cat104_K,0.0004898904027252845
cat110_BT,0.00048584910338800096
cat105_H,0.00047366141563198776
cat113_H,0.00045117227103927323
cat112_AS,0.0004506743671817721
cat107_H,0.0004463881301622362
cat114_I,0.00044041271278949035
cat108_K,0.0004389023793378843
cat101_M,0.0004212071994500251
cat101_I,0.0004105338869474434
cat101_J,0.00040774550779316195
cat116_DP,0.0003943112400100545
cat114_C,0.000384440511413306
cat97_G,0.0003748234533687711
cat110_EB,0.0003728606692050743
cat100_J,0.0003637725615356971
cat104_J,0.00034935677273458383
cat40_B,0.0003454880088315153
cat115_L,0.00034516675355944753
cat114_J,0.0003378187736833573
cat98_C,0.00032923155230608247
cat114_N,0.00031729397118447405
cat88_D,0.0003149533320214397
cat83_D,0.0003144886766353781
cat45_B,0.0003018423157619535
cat101_G,0.0002926660515947675
cat106_J,0.0002893364400157171
cat113_AN,0.0002883174442866082
cat115_P,0.000287827320572829
cat116_GS,0.0002833309535710124
cat74_B,0.00027324966068043455
cat109_AB,0.0002727144707808727
cat112_AN,0.0002720931011332338
cat79_C,0.0002561914008393637
cat104_D,0.0002556617703328501
cat82_D,0.0002542894783282731
cat24_B,0.00025189645984323255
cat101_L,0.00025025092824189815
cat113_AX,0.0002484439736328048
cat96_E,0.00023249289097166764
cat29_B,0.00023156440320348372
cat108_H,0.0002270513190405845
cat102_B,0.0002261538267557797
cat82_C,0.00022294404656327885
cat100_N,0.00022070303844056114
cat116_MJ,0.00021203585058585645
cat112_K,0.0002082996628208171
cat107_I,0.0002065664975768417
cat61_B,0.0002035823548968196
cat107_L,0.00019754822835617297
cat116_IE,0.00019578316086422913
cat105_D,0.0001945184299582303
cat104_L,0.00018609278893299666
cat65_B,0.0001837385430614928
cat104_H,0.00018295216210628302
cat108_G,0.00018135922608959463
cat104_I,0.00017698432392666732
cat112_AV,0.00017632468610880595
cat83_C,0.00017282283467195183
cat99_D,0.00016861005708114352
cat85_B,0.0001550023547503168
cat116_HV,0.00015165269578296586
cat78_B,0.0001514398469482903
cat113_F,0.00014787915215123978
cat110_AC,0.00014389163545486385
cat116_CK,0.00014242999194024762
cat112_AF,0.00014203529465342424
cat116_LV,0.00013711323611654067
cat31_B,0.00013681465150376502
cat112_U,0.0001286203214535866
cat116_HQ,0.00012614332157523844
cat113_Y,0.00012565292989680918
cat14_B,0.0001242663345932925
cat115_M,0.0001211744500579704
cat100_B,0.00011939883881454953
cat110_EL,0.00011891589063084666
cat84_D,0.00011799401258276645
cat41_B,0.00011760631426631913
cat94_C,0.00011577233130761108
cat43_B,0.00011252245208370099
cat96_D,0.00010799328147996331
cat113_K,0.00010719999904178536
cat39_B,0.00010614774284371598
cat54_B,0.00010295194345070888
cat95_E,0.00010193478308904775
cat116_GU,9.910856533864123e-05
cat112_C,9.521587577356047e-05
cat113_AF,8.934664662426385e-05
cat106_K,8.755835764698355e-05
cat113_L,8.568379389746253e-05
cat102_C,8.25331458590923e-05
cat110_DX,7.486967739909127e-05
cat116_DC,7.144083947798433e-05
cat116_LF,6.491518786710798e-05
cat113_AJ,6.426527727699983e-05
cat96_G,6.289783346576249e-05
cat112_N,6.273686578460922e-05
cat77_D,6.255099193381334e-05
cat103_F,5.9776190135466465e-05
cat85_C,5.957759132351142e-05
cat115_Q,5.6647229767172134e-05
cat116_CR,5.5352168729601296e-05
cat113_BC,5.480161189090304e-05
cat93_E,5.473739087882501e-05
cat112_AK,5.342966355884903e-05
cat30_B,5.2821538571917825e-05
cat105_K,4.96118699153915e-05
cat113_BN,4.9313028666407986e-05
cat51_B,4.9218544077068326e-05
cat42_B,4.75174186220514e-05
cat107_E,4.674279598702979e-05
cat99_N,4.540849565940666e-05
cat107_M,4.463351871674874e-05
cat115_I,3.84560478149963e-05
cat113_X,3.638996789950556e-05
cat19_B,3.568069878141059e-05
cat112_S,3.558258279515496e-05
cat116_GX,3.483846186398155e-05
cat100_O,3.417873028444444e-05
cat116_LB,3.311785957544165e-05
cat113_AS,3.157913247324314e-05
cat105_I,3.1196578407898276e-05
cat113_AD,2.9760083072004966e-05
cat107_D,2.9268050630989942e-05
cat116_HX,2.85246811004091e-05
cat116_HG,2.7145520754324728e-05
cat112_AP,2.6411799400177088e-05
cat76_C,2.5724613019102324e-05
cat113_AO,2.5125463965740075e-05
cat110_DK,2.5002373562433576e-05
cat113_J,2.436570958982185e-05
cat108_I,2.3832944545602623e-05
cat91_D,2.2980406848493887e-05
cat116_GC,2.0704595654197546e-05
cat104_C,2.0296474918464035e-05
cat110_C,1.7980486824011124e-05
cat112_L,1.5968434008829205e-05
cat110_AI,1.549257217427446e-05
cat86_C,1.5416885973286048e-05
cat99_R,1.538564803615478e-05
cat112_AO,1.5154036095397763e-05
cat116_LY,1.5017858936212849e-05
cat116_GI,1.476046453108789e-05
cat113_AG,1.4566183525808924e-05
cat112_V,1.3563728468040684e-05
cat96_B,1.3390251282914272e-05
cat112_AI,1.3149617435577562e-05
cat112_AY,1.2787512852011484e-05
cat112_F,1.2578745003161749e-05
cat112_G,1.2228565877845625e-05
cat17_B,1.163508659939925e-05
cat104_M,1.138809106955203e-05
cat116_GK,1.1012929022722001e-05
cat116_LN,1.0794222738899243e-05
cat113_AK,1.0578152826986434e-05
cat116_LO,1.0293015643145836e-05
cat110_V,9.280626670211277e-06
cat98_E,8.78633247464741e-06
cat109_G,8.125768661822009e-06
cat113_S,8.020395937152313e-06
cat111_K,7.5340561190640655e-06
cat109_BU,7.423910618135839e-06
cat116_HN,6.515037457824113e-06
cat110_BC,6.051669933811015e-06
cat77_B,5.1559518933133295e-06
cat112_AM,4.458103283612765e-06
cat110_BP,4.432487982938044e-06
cat116_MD,4.216283066063266e-06
cat113_I,3.7939357119624745e-06
cat110_DW,3.1913840426632217e-06
cat116_KW,3.180794151732216e-06
cat116_HJ,2.947600758865346e-06
cat32_B,2.4731497269963312e-06
cat108_F,2.45288647989076e-06
cat110_CQ,2.3914553976937384e-06
cat99_S,1.7341983036036278e-06
cat116_FR,1.70714624610524e-06
cat112_AW,1.656969541415981e-06
cat113_AW,1.367590171645227e-06
cat116_LM,1.094986969736557e-06
cat99_K,9.004046031547751e-07
cat116_S,0.0
cat116_R,0.0
cat116_Q,0.0
cat116_P,0.0
cat116_O,0.0
cat116_MW,0.0
cat116_MV,0.0
cat116_ME,0.0
cat116_Y,0.0
cat116_LD,0.0
cat116_KY,0.0
cat116_KX,0.0
cat116_KV,0.0
cat116_MB,0.0
cat74_C,0.0
cat73_C,0.0
cat70_B,0.0
cat69_B,0.0
cat68_B,0.0
cat67_B,0.0
cat78_D,0.0
cat78_C,0.0
cat116_KU,0.0
cat116_MC,0.0
cat107_B,0.0
cat106_R,0.0
cat106_P,0.0
cat106_O,0.0
cat106_N,0.0
cat106_M,0.0
cat106_L,0.0
cat106_C,0.0
cat106_B,0.0
cat105_T,0.0
cat108_C,0.0
cat107_U,0.0
cat107_S,0.0
cat107_R,0.0
cat107_Q,0.0
cat107_P,0.0
cat107_O,0.0
cat107_N,0.0
cat62_B,0.0
cat100_E,0.0
cat100_D,0.0
cat100_C,0.0
cat99_O,0.0
cat99_M,0.0
cat99_J,0.0
cat99_I,0.0
cat99_H,0.0
cat109_AL,0.0
cat109_AK,0.0
cat109_AJ,0.0
cat109_AI,0.0
cat109_AH,0.0
cat109_AG,0.0
cat109_AF,0.0
cat109_AE,0.0
cat109_AA,0.0
cat108_J,0.0
cat22_B,0.0
cat21_B,0.0
cat20_B,0.0
cat109_AT,0.0
cat109_AS,0.0
cat109_AR,0.0
cat109_AQ,0.0
cat109_AP,0.0
cat109_AO,0.0
cat109_AN,0.0
cat109_AM,0.0
cat109_BF,0.0
cat109_BE,0.0
cat109_BD,0.0
cat109_BC,0.0
cat109_BB,0.0
cat109_BA,0.0
cat109_B,0.0
cat109_AY,0.0
cat109_AX,0.0
cat109_AW,0.0
cat109_AV,0.0
cat109_AU,0.0
cat34_B,0.0
cat33_B,0.0
cat109_BX,0.0
cat109_BV,0.0
cat109_BT,0.0
cat109_BS,0.0
cat109_BR,0.0
cat109_BQ,0.0
cat109_BP,0.0
cat109_BO,0.0
cat109_BN,0.0
cat109_BM,0.0
cat109_BL,0.0
cat109_BK,0.0
cat109_BJ,0.0
cat109_BH,0.0
cat109_BG,0.0
cat109_E,0.0
cat109_D,0.0
cat109_CL,0.0
cat109_CK,0.0
cat109_CJ,0.0
cat109_CI,0.0
cat109_CH,0.0
cat109_CG,0.0
cat109_CF,0.0
cat109_CE,0.0
cat109_CD,0.0
cat109_CC,0.0
cat109_CB,0.0
cat109_CA,0.0
cat109_C,0.0
cat109_BY,0.0
cat109_U,0.0
cat109_T,0.0
cat109_S,0.0
cat109_R,0.0
cat109_Q,0.0
cat109_P,0.0
cat105_N,0.0
cat105_M,0.0
cat105_L,0.0
cat105_J,0.0
cat105_C,0.0
cat99_G,0.0
cat101_N,0.0
cat101_K,0.0
cat101_H,0.0
cat101_E,0.0
cat101_B,0.0
cat105_B,0.0
cat107_C,0.0
cat109_O,0.0
cat109_N,0.0
cat109_M,0.0
cat109_L,0.0
cat109_K,0.0
cat109_J,0.0
cat109_I,0.0
cat109_H,0.0
cat109_F,0.0
cat110_AL,0.0
cat110_AK,0.0
cat110_AJ,0.0
cat110_AH,0.0
cat110_AG,0.0
cat110_AF,0.0
cat110_AE,0.0
cat110_AD,0.0
cat110_AB,0.0
cat110_AA,0.0
cat109_ZZ,0.0
cat109_Y,0.0
cat109_X,0.0
cat109_V,0.0
cat110_BB,0.0
cat110_BA,0.0
cat110_B,0.0
cat110_AY,0.0
cat110_AX,0.0
cat110_AW,0.0
cat110_AV,0.0
cat110_AU,0.0
cat110_AT,0.0
cat110_AS,0.0
cat110_AR,0.0
cat110_AP,0.0
cat110_AO,0.0
cat110_AN,0.0
cat110_AM,0.0
cat110_BS,0.0
cat110_BR,0.0
cat110_BQ,0.0
cat110_BO,0.0
cat110_BN,0.0
cat110_BM,0.0
cat110_BL,0.0
cat110_BK,0.0
cat110_BJ,0.0
cat110_BI,0.0
cat110_BG,0.0
cat110_BF,0.0
cat110_BE,0.0
cat110_BD,0.0
cat110_CM,0.0
cat110_CK,0.0
cat110_CJ,0.0
cat110_CI,0.0
cat110_CH,0.0
cat110_CG,0.0
cat110_CF,0.0
cat110_CD,0.0
cat110_CC,0.0
cat110_CB,0.0
cat110_BY,0.0
cat110_BX,0.0
cat110_BW,0.0
cat110_BV,0.0
cat110_BU,0.0
cat110_DC,0.0
cat110_DB,0.0
cat110_DA,0.0
cat110_D,0.0
cat110_CY,0.0
cat110_CX,0.0
cat110_CW,0.0
cat110_CV,0.0
cat110_CU,0.0
cat110_CT,0.0
cat110_CR,0.0
cat110_CP,0.0
cat110_CN,0.0
cat110_DS,0.0
cat110_DR,0.0
cat110_DQ,0.0
cat110_DP,0.0
cat110_DO,0.0
cat110_DN,0.0
cat110_DM,0.0
cat110_DL,0.0
cat110_DJ,0.0
cat110_DI,0.0
cat110_DH,0.0
cat110_DG,0.0
cat110_DF,0.0
cat110_DE,0.0
cat99_F,0.0
cat99_E,0.0
cat98_B,0.0
cat97_F,0.0
cat97_D,0.0
cat97_B,0.0
cat96_I,0.0
cat64_B,0.0
cat63_B,0.0
cat110_DD,0.0
cat110_EJ,0.0
cat110_EI,0.0
cat110_EH,0.0
cat110_EF,0.0
cat110_EE,0.0
cat110_ED,0.0
cat110_EA,0.0
cat110_E,0.0
cat110_DY,0.0
cat110_DV,0.0
cat110_DU,0.0
cat110_DT,0.0
cat110_T,0.0
cat110_S,0.0
cat110_R,0.0
cat110_Q,0.0
cat110_P,0.0
cat110_O,0.0
cat110_N,0.0
cat110_K,0.0
cat110_J,0.0
cat110_I,0.0
cat110_H,0.0
cat110_G,0.0
cat110_EM,0.0
cat110_EK,0.0
cat111_S,0.0
cat111_Q,0.0
cat111_O,0.0
cat111_M,0.0
cat111_F,0.0
cat111_D,0.0
cat111_B,0.0
cat110_Y,0.0
cat110_X,0.0
cat110_W,0.0
cat110_U,0.0
cat112_AL,0.0
cat112_AJ,0.0
cat112_AG,0.0
cat112_AE,0.0
cat112_AD,0.0
cat112_AC,0.0
cat112_AB,0.0
cat112_AA,0.0
cat111_Y,0.0
cat111_W,0.0
cat91_F,0.0
cat60_B,0.0
cat59_B,0.0
cat58_B,0.0
cat56_B,0.0
cat55_B,0.0
cat96_F,0.0
cat96_C,0.0
cat111_U,0.0
cat112_D,0.0
cat112_BA,0.0
cat112_B,0.0
cat112_AX,0.0
cat112_AU,0.0
cat112_AT,0.0
cat112_AR,0.0
cat112_AQ,0.0
cat112_T,0.0
cat112_R,0.0
cat101_U,0.0
cat101_S,0.0
cat46_B,0.0
cat104_Q,0.0
cat104_P,0.0
cat104_O,0.0
cat104_N,0.0
cat104_B,0.0
cat103_N,0.0
cat105_S,0.0
cat105_R,0.0
cat105_Q,0.0
cat105_P,0.0
cat105_O,0.0
cat112_Q,0.0
cat112_P,0.0
cat112_O,0.0
cat112_M,0.0
cat112_I,0.0
cat112_H,0.0
cat113_AM,0.0
cat113_AL,0.0
cat113_AI,0.0
cat113_AH,0.0
cat113_AC,0.0
cat113_AB,0.0
cat112_Y,0.0
cat112_X,0.0
cat112_W,0.0
cat113_BE,0.0
cat113_BD,0.0
cat113_BB,0.0
cat113_BA,0.0
cat113_B,0.0
cat113_AY,0.0
cat113_AV,0.0
cat113_AU,0.0
cat113_AR,0.0
cat113_AQ,0.0
cat113_AP,0.0
cat110_L,0.0
cat113_G,0.0
cat113_E,0.0
cat113_C,0.0
cat113_BO,0.0
cat113_BL,0.0
cat113_BK,0.0
cat113_BJ,0.0
cat113_BI,0.0
cat113_BH,0.0
cat113_BG,0.0
cat88_B,0.0
cat95_B,0.0
cat94_G,0.0
cat94_F,0.0
cat94_E,0.0
cat93_B,0.0
cat92_I,0.0
cat92_F,0.0
cat92_D,0.0
cat92_C,0.0
cat92_B,0.0
cat91_H,0.0
cat113_BF,0.0
cat114_B,0.0
cat113_V,0.0
cat113_U,0.0
cat113_T,0.0
cat116_L,0.0
cat113_Q,0.0
cat113_P,0.0
cat113_O,0.0
cat113_N,0.0
cat113_M,0.0
cat114_V,0.0
cat114_U,0.0
cat114_S,0.0
cat114_R,0.0
cat114_Q,0.0
cat103_K,0.0
cat103_J,0.0
cat103_I,0.0
cat103_H,0.0
cat103_G,0.0
cat102_J,0.0
cat102_H,0.0
cat48_B,0.0
cat47_B,0.0
cat35_B,0.0
cat102_G,0.0
cat102_F,0.0
cat102_E,0.0
cat102_D,0.0
cat114_O,0.0
cat114_G,0.0
cat114_D,0.0
cat115_H,0.0
cat115_G,0.0
cat115_F,0.0
cat115_E,0.0
cat115_D,0.0
cat115_C,0.0
cat115_B,0.0
cat114_X,0.0
cat114_W,0.0
cat18_B,0.0
cat15_B,0.0
cat75_C,0.0
cat91_E,0.0
cat90_G,0.0
cat90_F,0.0
cat90_E,0.0
cat90_D,0.0
cat90_C,0.0
cat89_I,0.0
cat89_H,0.0
cat89_G,0.0
cat89_E,0.0
cat89_D,0.0
cat89_C,0.0
cat88_E,0.0
cat116_AF,0.0
cat116_AE,0.0
cat116_AD,0.0
cat116_AC,0.0
cat116_AB,0.0
cat115_X,0.0
cat115_W,0.0
cat115_U,0.0
cat115_T,0.0
cat115_S,0.0
cat115_R,0.0
cat116_AX,0.0
cat116_AW,0.0
cat116_AV,0.0
cat116_AU,0.0
cat116_AT,0.0
cat116_AS,0.0
cat116_AR,0.0
cat116_AP,0.0
cat116_AO,0.0
cat116_AN,0.0
cat116_AM,0.0
cat116_AL,0.0
cat116_AK,0.0
cat116_AJ,0.0
cat116_AH,0.0
cat116_AG,0.0
cat116_BS,0.0
cat116_BQ,0.0
cat116_BP,0.0
cat116_BO,0.0
cat116_BM,0.0
cat116_BL,0.0
cat116_BK,0.0
cat116_BI,0.0
cat116_BG,0.0
cat116_BF,0.0
cat116_BD,0.0
cat116_BC,0.0
cat116_BB,0.0
cat116_BA,0.0
cat116_B,0.0
cat116_AY,0.0
cat116_CI,0.0
cat116_CH,0.0
cat116_CG,0.0
cat116_CF,0.0
cat116_CE,0.0
cat116_CD,0.0
cat116_CC,0.0
cat116_CB,0.0
cat116_CA,0.0
cat116_C,0.0
cat116_BY,0.0
cat116_BX,0.0
cat116_BW,0.0
cat116_BV,0.0
cat116_BU,0.0
cat116_BT,0.0
cat116_CY,0.0
cat116_CX,0.0
cat116_CW,0.0
cat116_CV,0.0
cat116_CU,0.0
cat116_CT,0.0
cat116_CS,0.0
cat116_CQ,0.0
cat116_CP,0.0
cat116_CO,0.0
cat116_CN,0.0
cat116_CM,0.0
cat116_CL,0.0
cat85_D,0.0
cat84_B,0.0
cat77_C,0.0
cat116_MF,0.0
cat116_CJ,0.0
cat116_DO,0.0
cat116_DN,0.0
cat116_DM,0.0
cat116_DL,0.0
cat116_DK,0.0
cat116_DI,0.0
cat116_DH,0.0
cat116_DG,0.0
cat116_DF,0.0
cat116_DE,0.0
cat116_DD,0.0
cat116_DA,0.0
cat116_D,0.0
cat116_EF,0.0
cat116_EE,0.0
cat116_ED,0.0
cat116_EC,0.0
cat116_EB,0.0
cat116_EA,0.0
cat116_E,0.0
cat116_DY,0.0
cat116_DX,0.0
cat116_DW,0.0
cat116_DV,0.0
cat116_DU,0.0
cat116_DT,0.0
cat116_DS,0.0
cat116_DR,0.0
cat116_DQ,0.0
cat116_F,0.0
cat116_EY,0.0
cat116_EW,0.0
cat116_EV,0.0
cat116_EU,0.0
cat116_ES,0.0
cat116_EQ,0.0
cat116_EP,0.0
cat116_EO,0.0
cat116_EN,0.0
cat116_EL,0.0
cat116_EK,0.0
cat116_EJ,0.0
cat116_EI,0.0
cat116_EH,0.0
cat116_EG,0.0
cat116_FP,0.0
cat116_FO,0.0
cat116_FN,0.0
cat116_FM,0.0
cat116_FL,0.0
cat116_FK,0.0
cat116_FJ,0.0
cat116_FI,0.0
cat116_FH,0.0
cat116_FG,0.0
cat116_FF,0.0
cat116_FE,0.0
cat116_FD,0.0
cat116_FC,0.0
cat116_FB,0.0
cat116_FA,0.0
cat116_GG,0.0
cat116_GF,0.0
cat116_GE,0.0
cat116_GD,0.0
cat116_GB,0.0
cat116_GA,0.0
cat116_G,0.0
cat116_FX,0.0
cat116_FW,0.0
cat116_FV,0.0
cat116_FU,0.0
cat116_FT,0.0
cat116_FS,0.0
cat116_W,0.0
cat116_FQ,0.0
cat116_GW,0.0
cat116_GV,0.0
cat116_GT,0.0
cat116_GR,0.0
cat116_GQ,0.0
cat116_GP,0.0
cat116_GO,0.0
cat116_GN,0.0
cat116_GM,0.0
cat116_GL,0.0
cat116_GJ,0.0
cat116_GH,0.0
cat116_HM,0.0
cat116_HL,0.0
cat116_V,0.0
cat116_HI,0.0
cat116_HH,0.0
cat116_HF,0.0
cat116_HE,0.0
cat116_HD,0.0
cat116_HC,0.0
cat116_HB,0.0
cat116_HA,0.0
cat116_H,0.0
cat116_GY,0.0
cat116_ID,0.0
cat116_IC,0.0
cat116_IB,0.0
cat116_IA,0.0
cat116_I,0.0
cat116_HY,0.0
cat116_HW,0.0
cat116_HU,0.0
cat116_HT,0.0
cat116_HR,0.0
cat116_HP,0.0
cat116_HO,0.0
cat116_U,0.0
cat116_IU,0.0
cat116_IT,0.0
cat116_IR,0.0
cat116_IQ,0.0
cat116_IP,0.0
cat116_IO,0.0
cat116_IN,0.0
cat116_IM,0.0
cat116_IL,0.0
cat116_IK,0.0
cat116_IJ,0.0
cat116_II,0.0
cat116_IH,0.0
cat116_IG,0.0
cat116_IF,0.0
cat116_JL,0.0
cat116_JK,0.0
cat116_JJ,0.0
cat116_JI,0.0
cat116_JH,0.0
cat116_JG,0.0
cat116_JF,0.0
cat116_JE,0.0
cat116_JD,0.0
cat116_JC,0.0
cat116_JB,0.0
cat116_JA,0.0
cat116_J,0.0
cat116_IY,0.0
cat116_IX,0.0
cat116_IV,0.0
cat116_KC,0.0
cat116_KB,0.0
cat116_KA,0.0
cat116_K,0.0
cat116_JY,0.0
cat116_JX,0.0
cat116_JW,0.0
cat116_JV,0.0
cat116_JU,0.0
cat116_JT,0.0
cat116_JQ,0.0
cat116_JP,0.0
cat116_JO,0.0
cat116_JN,0.0
cat116_JM,0.0
cat116_KT,0.0
cat116_KS,0.0
cat116_KR,0.0
cat116_KQ,0.0
cat116_KP,0.0
cat116_KN,0.0
cat116_KM,0.0
cat116_KL,0.0
cat116_KK,0.0
cat116_MG,0.0
cat116_MA,0.0
cat116_M,0.0
cat116_LX,0.0
cat116_LW,0.0
cat116_LU,0.0
cat116_LT,0.0
cat116_LR,0.0
cat116_LQ,0.0
cat116_T,0.0
cat116_LC,0.0
cat101_R,0.0
cat103_L,0.0
cat116_KJ,0.0
cat116_KI,0.0
cat116_KH,0.0
cat116_KG,0.0
cat116_KF,0.0
cat116_KE,0.0
cat116_KD,0.0
cat116_LJ,0.0
cat116_LI,0.0
cat116_LH,0.0
cat116_LG,0.0
cat116_LE,0.0
cat116_LK,0.0
cat116_X,0.0
cat116_LA,0.0
cat116_MU,0.0
cat116_MT,0.0
cat116_MS,0.0
cat116_MR,0.0
cat116_MQ,0.0
cat116_MP,0.0
cat116_MO,0.0
cat116_MN,0.0
cat116_MM,0.0
cat116_ML,0.0
cat116_MK,0.0
cat116_MI,0.0
cat116_MH,0.0
cat116_LL,0.0
