feature,importance_rf
Roof_Area,0.24689445013030645
Relative_Compactness,0.23656708020963593
Surface_Area,0.20714208820178698
Overall_Height,0.1867969635675932
Glazing_Area,0.052435205273402084
Wall_Area,0.05085943813211243
Glazing_Area_Distribution,0.018479315797253967
Orientation_5,0.00030785108193027267
Orientation_4,0.0002717655176762513
Orientation_3,0.00024584208830222585
